Experiment,Period,Player_ID,Demand,Wholesale_p.,Revenue_Share,Player_ID.1,Stock,Sales,Leftovers,Unmet_Demand,Realized_Retailer_Profit,Realized_Mfg_Profit,Realized_Retailer_Profit.1,Realized_Mfg_Profit_Share,Optimal_Stock,Under/Overstock_wrt_Optimal,Expected_Sales,Expected_Leftovers,Expected_Retailer_Profit,Expected_Mfg_Profit,Expected_Mfg._Profit_Share,Predicted_Sales,Predicted_Leftovers,Predicted_Retailer_Profit,Predicted_Mfg_Profit,Predicted_Mfg._Profit_Share,Behavioral_Category
1,38,Manufacturer 5  ,105,9,0,Retailer 5  ,120,105,15,0,180,720,180,0.8                       ,75.0,45.0,95.85,-20.849999999999994,70.19999999999982,720.0,        0.9111617312072896 ,72.0,3.0,189.0,450.0,0.704225352112676,4
1,39,Manufacturer 5  ,80,9,0,Retailer 5  ,110,80,30,0,-30,660,-30,1.0476190476190477        ,75.0,35.0,92.3,-17.299999999999997,117.59999999999992,660.0,        0.8487654320987655 ,72.0,3.0,189.0,450.0,0.704225352112676,4
1,40,Manufacturer 5  ,75,9,0,Retailer 5  ,120,75,45,0,-180,720,-180,1.3333333333333333        ,75.0,45.0,95.85,-20.849999999999994,70.19999999999982,720.0,        0.9111617312072896 ,72.0,3.0,189.0,450.0,0.704225352112676,4
1,1,Manufacturer 6  ,122,2,4,Retailer 6  ,130,122,8,0,716,358,716,0.3333333333333333        ,125.0,5.0,98.4,26.599999999999994,527.2000000000002,263.6,        0.3333333333333332 ,97.25,27.75,528.0,264.0,0.3333333333333333,3
1,2,Manufacturer 6  ,144,1,3,Retailer 6  ,135,135,0,9,1080,135,1080,0.1111111111111111        ,139.0,-4.0,99.3,39.7,758.6999999999999,27.899999999999977,        0.0354691075514873 ,99.84,39.16,759.56,21.519999999999985,0.0275515952271214,2
1,3,Manufacturer 6  ,57,3,3,Retailer 6  ,110,57,53,0,183,171,183,0.4830508474576271        ,117.0,-7.0,92.3,24.700000000000003,500.69999999999993,276.9,        0.3560956790123457 ,94.89,22.11,503.0100000000001,284.67,0.3614031078610603,2
1,4,Manufacturer 6  ,149,2,5,Retailer 6  ,118,118,0,31,590,472,590,0.4444444444444444        ,121.0,-3.0,95.22,25.78,430.5399999999999,358.1,        0.4540728342462975 ,96.15,24.849999999999994,431.0500000000002,359.75,0.4549190692969144,2
1,5,Manufacturer 6  ,135,2,4,Retailer 6  ,98,98,0,37,588,294,588,0.3333333333333333        ,125.0,-27.0,86.72,38.28,497.7599999999999,248.88,        0.3333333333333333 ,97.25,27.75,528.0,264.0,0.3333333333333333,0
1,6,Manufacturer 6  ,94,4,3,Retailer 6  ,85,85,0,9,425,340,425,0.4444444444444444        ,106.0,-21.0,79.05,26.950000000000003,371.44999999999993,322.15,        0.4644607843137255 ,90.6,15.400000000000006,391.3999999999999,377.8,0.4911596463858554,1
1,7,Manufacturer 6  ,143,2,6,Retailer 6  ,70,70,0,73,280,350,280,0.5555555555555556        ,117.0,-47.0,68.1,48.900000000000006,268.6,338.6,        0.5576416337285902 ,94.89,22.11,335.34000000000003,452.34,0.5742687385740403,0
1,8,Manufacturer 6  ,66,1,4,Retailer 6  ,133,66,67,0,395,-2,395,-0.005089058524173        ,138.0,-5.0,98.97,39.03,658.7599999999999,129.88,        0.1646885778048286 ,99.72,38.28,659.7599999999999,122.88,0.1570070530512113,2
1,9,Manufacturer 6  ,123,3,5,Retailer 6  ,120,120,0,3,480,600,480,0.5555555555555556        ,107.0,13.0,95.85,11.150000000000006,310.9499999999998,479.25,        0.6064920273348521 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
1,10,Manufacturer 6  ,73,4,3,Retailer 6  ,87,73,14,0,309,306,309,0.4975609756097561        ,106.0,-19.0,80.34,25.66,375.06000000000006,328.02,        0.4665471923536439 ,90.6,15.400000000000006,391.3999999999999,377.8,0.4911596463858554,1
1,11,Manufacturer 6  ,142,2,6,Retailer 6  ,111,111,0,31,444,555,444,0.5555555555555556        ,117.0,-6.0,92.7,24.3,334.20000000000005,445.2000000000001,        0.5712086220169361 ,94.89,22.11,335.34000000000003,452.34,0.5742687385740403,2
1,12,Manufacturer 6  ,132,5,2,Retailer 6  ,107,107,0,25,535,428,535,0.4444444444444444        ,100.0,7.0,91.04,8.959999999999994,375.4,396.08,        0.5134028101830249 ,87.75,12.25,377.5,375.5,0.49867197875166,3
1,13,Manufacturer 6  ,62,2,4,Retailer 6  ,135,62,73,0,226,113,226,0.3333333333333333        ,125.0,10.0,99.3,25.700000000000003,524.3999999999999,262.2,        0.3333333333333333 ,97.25,27.75,528.0,264.0,0.3333333333333333,3
1,14,Manufacturer 6  ,136,6,3,Retailer 6  ,70,70,0,66,210,420,210,0.6666666666666666        ,83.0,-13.0,68.1,14.900000000000006,192.89999999999995,414.3,        0.6823122529644269 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,1
1,15,Manufacturer 6  ,146,3,5,Retailer 6  ,100,100,0,46,400,500,400,0.5555555555555556        ,107.0,-7.0,87.75,19.25,314.25,438.75,        0.5826693227091634 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,2
1,16,Manufacturer 6  ,95,2,4,Retailer 6  ,126,95,31,0,508,254,508,0.3333333333333333        ,125.0,1.0,97.5,27.5,528.0,264.0,        0.3333333333333333 ,97.25,27.75,528.0,264.0,0.3333333333333333,3
1,17,Manufacturer 6  ,139,4,2,Retailer 6  ,135,135,0,4,810,405,810,0.3333333333333333        ,110.0,25.0,99.3,10.700000000000005,452.9999999999999,333.6,        0.4241037376048818 ,92.3,17.700000000000003,482.9999999999999,294.6,0.3788580246913581,4
1,18,Manufacturer 6  ,102,3,5,Retailer 6  ,95,95,0,7,380,475,380,0.5555555555555556        ,107.0,-12.0,85.1,21.90000000000001,310.69999999999993,425.5,        0.5779679434936159 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,1
1,19,Manufacturer 6  ,83,2,5,Retailer 6  ,100,83,17,0,381,315,381,0.4525862068965517        ,121.0,-21.0,87.75,33.25,414.25,338.75,        0.449867197875166  ,96.15,24.849999999999994,431.0500000000002,359.75,0.4549190692969144,1
1,20,Manufacturer 6  ,142,4,6,Retailer 6  ,51,51,0,91,102,357,102,0.7777777777777778        ,83.0,-32.0,51.0,32.0,102.0,357.0,        0.7777777777777778 ,77.72,5.280000000000001,134.32,549.3199999999999,0.8035223216897783,0
1,21,Manufacturer 6  ,80,4,2,Retailer 6  ,126,80,46,0,296,286,296,0.4914089347079037        ,110.0,16.0,97.5,12.5,471.0,321.0,        0.4053030303030303 ,92.3,17.700000000000003,482.9999999999999,294.6,0.3788580246913581,4
1,22,Manufacturer 6  ,101,3,7,Retailer 6  ,80,80,0,21,160,560,160,0.7777777777777778        ,90.0,-10.0,75.65,14.349999999999994,138.25,529.5500000000001,        0.7929769392033543 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,1
1,23,Manufacturer 6  ,113,6,3,Retailer 6  ,67,67,0,46,201,402,201,0.6666666666666666        ,83.0,-16.0,65.64,17.36,188.76000000000005,397.92,        0.6782573123338106 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,1
1,24,Manufacturer 6  ,104,3,5,Retailer 6  ,80,80,0,24,320,400,320,0.5555555555555556        ,107.0,-27.0,75.65,31.349999999999994,289.55000000000007,378.25,        0.5664120994309673 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
1,25,Manufacturer 6  ,51,2,7,Retailer 6  ,100,51,49,0,55,257,55,0.8237179487179487        ,110.0,-10.0,87.75,22.25,238.75,514.25,        0.6829349269588313 ,92.3,17.700000000000003,241.4999999999999,536.1,0.6894290123456791,2
1,26,Manufacturer 6  ,76,5,3,Retailer 6  ,92,76,16,0,224,412,224,0.6477987421383647        ,94.0,-2.0,83.39,10.61,290.51000000000005,434.17,        0.5991196114146934 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,2
1,27,Manufacturer 6  ,73,5,4,Retailer 6  ,51,51,0,22,153,306,153,0.6666666666666666        ,88.0,-37.0,51.0,37.0,153.0,306.0,        0.6666666666666666 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,0
1,28,Manufacturer 6  ,83,4,5,Retailer 6  ,85,83,2,0,241,500,241,0.6747638326585695        ,93.0,-8.0,79.05,13.950000000000005,213.3499999999999,480.25,        0.6924019607843138 ,83.97,9.03,215.79,512.85,0.7038455204216074,2
1,29,Manufacturer 6  ,147,5,5,Retailer 6  ,0,0,0,147,0,0,0,                          ,79.0,-79.0,0.0,79.0,0.0,0.0,                           ,74.94,4.060000000000002,129.57999999999998,532.7,0.804342574137827,0
1,30,Manufacturer 6  ,115,4,3,Retailer 6  ,120,115,5,0,555,465,555,0.4558823529411764        ,106.0,14.0,95.85,10.150000000000006,382.6499999999999,407.55,        0.5157555049354594 ,90.6,15.400000000000006,391.3999999999999,377.8,0.4911596463858554,4
1,31,Manufacturer 6  ,139,6,3,Retailer 6  ,51,51,0,88,153,306,153,0.6666666666666666        ,83.0,-32.0,51.0,32.0,153.0,306.0,        0.6666666666666666 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,0
1,32,Manufacturer 6  ,59,3,4,Retailer 6  ,134,59,75,0,70,236,70,0.7712418300653595        ,112.0,22.0,99.14,12.86,391.12000000000006,396.56,        0.5034531789559211 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
1,33,Manufacturer 6  ,122,4,5,Retailer 6  ,85,85,0,37,255,510,255,0.6666666666666666        ,93.0,-8.0,79.05,13.950000000000005,213.3499999999999,480.25,        0.6924019607843138 ,83.97,9.03,215.79,512.85,0.7038455204216074,2
1,34,Manufacturer 6  ,92,4,4,Retailer 6  ,51,51,0,41,204,255,204,0.5555555555555556        ,100.0,-49.0,51.0,49.0,204.0,255.0,        0.5555555555555556 ,87.75,12.25,302.0,451.0,0.598937583001328,0
1,35,Manufacturer 6  ,93,5,4,Retailer 6  ,80,80,0,13,240,480,240,0.6666666666666666        ,88.0,-8.0,75.65,12.349999999999994,205.20000000000005,462.6,        0.692722371967655  ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,2
1,36,Manufacturer 6  ,136,3,8,Retailer 6  ,0,0,0,136,0,0,0,                          ,75.0,-75.0,0.0,75.0,0.0,0.0,                           ,72.0,3.0,63.0,576.0,0.9014084507042254,0
1,37,Manufacturer 6  ,116,3,8,Retailer 6  ,51,51,0,65,51,408,51,0.8888888888888888        ,75.0,-24.0,51.0,24.0,51.0,408.0,        0.8888888888888888 ,72.0,3.0,63.0,576.0,0.9014084507042254,0
1,38,Manufacturer 6  ,105,5,2,Retailer 6  ,110,105,5,0,500,430,500,0.4623655913978494        ,100.0,10.0,92.3,7.700000000000003,372.9999999999999,404.6,        0.5203189300411524 ,87.75,12.25,377.5,375.5,0.49867197875166,3
1,39,Manufacturer 6  ,80,5,4,Retailer 6  ,70,70,0,10,210,420,210,0.6666666666666666        ,88.0,-18.0,68.1,19.90000000000001,194.79999999999995,412.4,        0.6791831357048749 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,0
1,40,Manufacturer 6  ,75,4,5,Retailer 6  ,70,70,0,5,210,420,210,0.6666666666666666        ,93.0,-23.0,68.1,24.90000000000001,196.7,410.5,        0.6760540184453229 ,83.97,9.03,215.79,512.85,0.7038455204216074,0
2,1,Manufacturer 7  ,122,3,6,Retailer 7  ,51,51,0,71,153,306,153,0.6666666666666666        ,100.0,-49.0,51.0,49.0,153.0,306.0,        0.6666666666666666 ,87.75,12.25,226.5,526.5,0.6992031872509961,0
2,2,Manufacturer 7  ,144,2,4,Retailer 7  ,125,125,0,19,750,375,750,0.3333333333333333        ,125.0,0.0,97.25,27.75,528.0,264.0,        0.3333333333333333 ,97.25,27.75,528.0,264.0,0.3333333333333333,2
2,3,Manufacturer 7  ,57,3,8,Retailer 7  ,0,0,0,57,0,0,0,                          ,75.0,-75.0,0.0,75.0,0.0,0.0,                           ,72.0,3.0,63.0,576.0,0.9014084507042254,0
2,4,Manufacturer 7  ,149,3,8,Retailer 7  ,0,0,0,149,0,0,0,                          ,75.0,-75.0,0.0,75.0,0.0,0.0,                           ,72.0,3.0,63.0,576.0,0.9014084507042254,0
2,5,Manufacturer 7  ,135,3,4,Retailer 7  ,130,130,0,5,650,520,650,0.4444444444444444        ,112.0,18.0,98.4,13.599999999999994,397.20000000000016,393.6,        0.4977238239757207 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
2,6,Manufacturer 7  ,94,3,4,Retailer 7  ,130,94,36,0,362,376,362,0.5094850948509485        ,112.0,18.0,98.4,13.599999999999994,397.20000000000016,393.6,        0.4977238239757207 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
2,7,Manufacturer 7  ,143,3,5,Retailer 7  ,110,110,0,33,440,550,440,0.5555555555555556        ,107.0,3.0,92.3,14.700000000000005,316.0999999999999,461.5,        0.5934927983539096 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,3
2,8,Manufacturer 7  ,66,3,5,Retailer 7  ,51,51,0,15,204,255,204,0.5555555555555556        ,107.0,-56.0,51.0,56.0,204.0,255.0,        0.5555555555555556 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,9,Manufacturer 7  ,123,3,5,Retailer 7  ,0,0,0,123,0,0,0,                          ,107.0,-107.0,0.0,107.0,0.0,0.0,                           ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,10,Manufacturer 7  ,73,3,4,Retailer 7  ,125,73,52,0,209,292,209,0.5828343313373253        ,112.0,13.0,97.25,14.75,403.0,389.0,        0.4911616161616162 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
2,11,Manufacturer 7  ,142,3,4,Retailer 7  ,125,125,0,17,625,500,625,0.4444444444444444        ,112.0,13.0,97.25,14.75,403.0,389.0,        0.4911616161616162 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
2,12,Manufacturer 7  ,132,3,5,Retailer 7  ,108,108,0,24,432,540,432,0.5555555555555556        ,107.0,1.0,91.47,15.53,316.28999999999985,457.35,        0.5911664340003103 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,3
2,13,Manufacturer 7  ,62,2,5,Retailer 7  ,140,62,78,0,154,170,154,0.5246913580246914        ,121.0,19.0,99.95,21.05,419.6500000000001,359.75,        0.4615730048755452 ,96.15,24.849999999999994,431.0500000000002,359.75,0.4549190692969144,4
2,14,Manufacturer 7  ,136,3,5,Retailer 7  ,110,110,0,26,440,550,440,0.5555555555555556        ,107.0,3.0,92.3,14.700000000000005,316.0999999999999,461.5,        0.5934927983539096 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,3
2,15,Manufacturer 7  ,146,3,5,Retailer 7  ,0,0,0,146,0,0,0,                          ,107.0,-107.0,0.0,107.0,0.0,0.0,                           ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,16,Manufacturer 7  ,95,3,7,Retailer 7  ,0,0,0,95,0,0,0,                          ,90.0,-90.0,0.0,90.0,0.0,0.0,                           ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,0
2,17,Manufacturer 7  ,139,3,8,Retailer 7  ,0,0,0,139,0,0,0,                          ,75.0,-75.0,0.0,75.0,0.0,0.0,                           ,72.0,3.0,63.0,576.0,0.9014084507042254,0
2,18,Manufacturer 7  ,102,3,5,Retailer 7  ,51,51,0,51,204,255,204,0.5555555555555556        ,107.0,-56.0,51.0,56.0,204.0,255.0,        0.5555555555555556 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,19,Manufacturer 7  ,83,3,4,Retailer 7  ,120,83,37,0,304,332,304,0.5220125786163522        ,112.0,8.0,95.85,16.150000000000006,406.79999999999984,383.4,        0.4851936218678816 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,3
2,20,Manufacturer 7  ,142,3,5,Retailer 7  ,110,110,0,32,440,550,440,0.5555555555555556        ,107.0,3.0,92.3,14.700000000000005,316.0999999999999,461.5,        0.5934927983539096 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,3
2,21,Manufacturer 7  ,80,3,5,Retailer 7  ,75,75,0,5,300,375,300,0.5555555555555556        ,107.0,-32.0,72.0,35.0,279.0,360.0,        0.5633802816901409 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,22,Manufacturer 7  ,101,3,5,Retailer 7  ,51,51,0,50,204,255,204,0.5555555555555556        ,107.0,-56.0,51.0,56.0,204.0,255.0,        0.5555555555555556 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,23,Manufacturer 7  ,113,3,4,Retailer 7  ,120,113,7,0,544,452,544,0.4538152610441767        ,112.0,8.0,95.85,16.150000000000006,406.79999999999984,383.4,        0.4851936218678816 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,3
2,24,Manufacturer 7  ,104,3,5,Retailer 7  ,110,104,6,0,398,520,398,0.5664488017429193        ,107.0,3.0,92.3,14.700000000000005,316.0999999999999,461.5,        0.5934927983539096 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,3
2,25,Manufacturer 7  ,51,3,5,Retailer 7  ,60,51,9,0,177,255,177,0.5902777777777778        ,107.0,-47.0,59.55,47.45,236.8499999999999,297.75,        0.5569584736251404 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,26,Manufacturer 7  ,76,3,5,Retailer 7  ,0,0,0,76,0,0,0,                          ,107.0,-107.0,0.0,107.0,0.0,0.0,                           ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,27,Manufacturer 7  ,73,3,5,Retailer 7  ,110,73,37,0,181,365,181,0.6684981684981685        ,107.0,3.0,92.3,14.700000000000005,316.0999999999999,461.5,        0.5934927983539096 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,3
2,28,Manufacturer 7  ,83,3,5,Retailer 7  ,0,0,0,83,0,0,0,                          ,107.0,-107.0,0.0,107.0,0.0,0.0,                           ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,29,Manufacturer 7  ,147,3,4,Retailer 7  ,130,130,0,17,650,520,650,0.4444444444444444        ,112.0,18.0,98.4,13.599999999999994,397.20000000000016,393.6,        0.4977238239757207 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
2,30,Manufacturer 7  ,115,3,5,Retailer 7  ,0,0,0,115,0,0,0,                          ,107.0,-107.0,0.0,107.0,0.0,0.0,                           ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,31,Manufacturer 7  ,139,3,4,Retailer 7  ,120,120,0,19,600,480,600,0.4444444444444444        ,112.0,8.0,95.85,16.150000000000006,406.79999999999984,383.4,        0.4851936218678816 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,3
2,32,Manufacturer 7  ,59,3,5,Retailer 7  ,75,59,16,0,188,295,188,0.6107660455486542        ,107.0,-32.0,72.0,35.0,279.0,360.0,        0.5633802816901409 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,33,Manufacturer 7  ,122,3,5,Retailer 7  ,75,75,0,47,300,375,300,0.5555555555555556        ,107.0,-32.0,72.0,35.0,279.0,360.0,        0.5633802816901409 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,34,Manufacturer 7  ,92,3,5,Retailer 7  ,0,0,0,92,0,0,0,                          ,107.0,-107.0,0.0,107.0,0.0,0.0,                           ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,0
2,35,Manufacturer 7  ,93,3,6,Retailer 7  ,0,0,0,93,0,0,0,                          ,100.0,-100.0,0.0,100.0,0.0,0.0,                           ,87.75,12.25,226.5,526.5,0.6992031872509961,0
2,36,Manufacturer 7  ,136,3,3,Retailer 7  ,150,136,14,0,774,408,774,0.3451776649746192        ,117.0,33.0,100.5,16.5,454.5,301.5,        0.3988095238095238 ,94.89,22.11,503.0100000000001,284.67,0.3614031078610603,4
2,37,Manufacturer 7  ,116,3,3,Retailer 7  ,150,116,34,0,594,348,594,0.3694267515923566        ,117.0,33.0,100.5,16.5,454.5,301.5,        0.3988095238095238 ,94.89,22.11,503.0100000000001,284.67,0.3614031078610603,4
2,38,Manufacturer 7  ,105,3,3,Retailer 7  ,150,105,45,0,495,315,495,0.3888888888888889        ,117.0,33.0,100.5,16.5,454.5,301.5,        0.3988095238095238 ,94.89,22.11,503.0100000000001,284.67,0.3614031078610603,4
2,39,Manufacturer 7  ,80,3,4,Retailer 7  ,135,80,55,0,235,320,235,0.5765765765765766        ,112.0,23.0,99.3,12.700000000000005,389.3999999999999,397.2,        0.5049580472921434 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,4
2,40,Manufacturer 7  ,75,3,3,Retailer 7  ,150,75,75,0,225,225,225,0.5                       ,117.0,33.0,100.5,16.5,454.5,301.5,        0.3988095238095238 ,94.89,22.11,503.0100000000001,284.67,0.3614031078610603,4
2,1,Manufacturer 8  ,122,3,5,Retailer 8  ,125,122,3,0,479,610,479,0.5601469237832875        ,107.0,18.0,97.25,9.75,305.75,486.25,        0.6139520202020202 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,2,Manufacturer 8  ,144,3,5,Retailer 8  ,135,135,0,9,540,675,540,0.5555555555555556        ,107.0,28.0,99.3,7.700000000000003,290.0999999999999,496.5,        0.6311975591151793 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,3,Manufacturer 8  ,57,3,5,Retailer 8  ,130,57,73,0,9,285,9,0.9693877551020408        ,107.0,23.0,98.4,8.599999999999994,298.8000000000002,492.0,        0.6221547799696509 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,4,Manufacturer 8  ,149,3,5,Retailer 8  ,120,120,0,29,480,600,480,0.5555555555555556        ,107.0,13.0,95.85,11.150000000000006,310.9499999999998,479.25,        0.6064920273348521 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,5,Manufacturer 8  ,135,3,5,Retailer 8  ,130,130,0,5,520,650,520,0.5555555555555556        ,107.0,23.0,98.4,8.599999999999994,298.8000000000002,492.0,        0.6221547799696509 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,6,Manufacturer 8  ,94,3,5,Retailer 8  ,90,90,0,4,360,450,360,0.5555555555555556        ,107.0,-17.0,82.2,24.8,305.4000000000001,411.0,        0.5737018425460636 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,1
2,7,Manufacturer 8  ,143,3,5,Retailer 8  ,140,140,0,3,560,700,560,0.5555555555555556        ,107.0,33.0,99.95,7.049999999999997,279.6500000000001,499.75,        0.6411983577110597 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,8,Manufacturer 8  ,66,3,5,Retailer 8  ,125,66,59,0,87,330,87,0.7913669064748201        ,107.0,18.0,97.25,9.75,305.75,486.25,        0.6139520202020202 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,9,Manufacturer 8  ,123,2,6,Retailer 8  ,140,123,17,0,458,598,458,0.5662878787878788        ,117.0,23.0,99.95,17.049999999999997,319.70000000000005,459.7000000000001,        0.5898126764177573 ,94.89,22.11,335.34000000000003,452.34,0.5742687385740403,4
2,10,Manufacturer 8  ,73,3,5,Retailer 8  ,125,73,52,0,136,365,136,0.7285429141716567        ,107.0,18.0,97.25,9.75,305.75,486.25,        0.6139520202020202 ,91.04,15.959999999999994,316.28,455.2000000000001,0.5900347384248458,4
2,11,Manufacturer 8  ,142,3,6,Retailer 8  ,140,140,0,2,420,840,420,0.6666666666666666        ,100.0,40.0,99.95,0.0499999999999971,179.70000000000005,599.7,        0.7694380292532718 ,87.75,12.25,226.5,526.5,0.6992031872509961,4
2,12,Manufacturer 8  ,132,1,8,Retailer 8  ,130,130,0,2,390,780,390,0.6666666666666666        ,125.0,5.0,98.4,26.599999999999994,263.60000000000014,527.2,        0.6666666666666665 ,97.25,27.75,264.0,528.0,0.6666666666666666,3
2,13,Manufacturer 8  ,62,1,8,Retailer 8  ,120,62,58,0,128,256,128,0.6666666666666666        ,125.0,-5.0,95.85,29.15000000000001,263.39999999999986,526.8,        0.6666666666666667 ,97.25,27.75,264.0,528.0,0.6666666666666666,2
2,14,Manufacturer 8  ,136,3,6,Retailer 8  ,100,100,0,36,300,600,300,0.6666666666666666        ,100.0,0.0,87.75,12.25,226.5,526.5,        0.6992031872509961 ,87.75,12.25,226.5,526.5,0.6992031872509961,2
2,15,Manufacturer 8  ,146,0,9,Retailer 8  ,140,140,0,6,420,840,420,0.6666666666666666        ,150.0,-10.0,99.95,50.05,299.85,479.55000000000007,        0.6152809853733642 ,100.5,49.5,301.5,454.5,0.6011904761904762,2
2,16,Manufacturer 8  ,95,0,9,Retailer 8  ,80,80,0,15,240,480,240,0.6666666666666666        ,150.0,-70.0,75.65,74.35,226.95000000000005,440.85,        0.6601527403414196 ,100.5,49.5,301.5,454.5,0.6011904761904762,0
2,17,Manufacturer 8  ,139,1,8,Retailer 8  ,130,130,0,9,390,780,390,0.6666666666666666        ,125.0,5.0,98.4,26.599999999999994,263.60000000000014,527.2,        0.6666666666666665 ,97.25,27.75,264.0,528.0,0.6666666666666666,3
2,18,Manufacturer 8  ,102,0,10,Retailer 8  ,90,90,0,12,180,630,180,0.7777777777777778        ,150.0,-60.0,82.2,67.8,164.4000000000001,552.0,        0.7705192629815745 ,100.5,49.5,201.0,555.0,0.7341269841269841,0
2,19,Manufacturer 8  ,83,0,10,Retailer 8  ,130,83,47,0,166,440,166,0.7260726072607261        ,150.0,-20.0,98.4,51.6,196.80000000000013,594.0,        0.7511380880121394 ,100.5,49.5,201.0,555.0,0.7341269841269841,1
2,20,Manufacturer 8  ,142,2,8,Retailer 8  ,135,135,0,7,270,945,270,0.7777777777777778        ,100.0,35.0,99.3,0.7000000000000028,127.19999999999992,659.4,        0.8382913806254768 ,87.75,12.25,151.0,602.0,0.799468791500664,4
2,21,Manufacturer 8  ,80,2,8,Retailer 8  ,125,80,45,0,70,515,70,0.8803418803418803        ,100.0,25.0,97.25,2.75,139.0,653.0,        0.8244949494949495 ,87.75,12.25,151.0,602.0,0.799468791500664,4
2,22,Manufacturer 8  ,101,2,9,Retailer 8  ,100,100,0,1,100,800,100,0.8888888888888888        ,83.0,17.0,87.75,-4.75,63.25,689.75,        0.9160026560424966 ,77.72,5.280000000000001,67.15999999999997,616.48,0.9017611608448892,4
2,23,Manufacturer 8  ,113,2,9,Retailer 8  ,90,90,0,23,90,720,90,0.8888888888888888        ,83.0,7.0,82.2,0.7999999999999972,66.60000000000002,649.8000000000001,        0.907035175879397  ,77.72,5.280000000000001,67.15999999999997,616.48,0.9017611608448892,3
2,24,Manufacturer 8  ,104,2,9,Retailer 8  ,0,0,0,104,0,0,0,                          ,83.0,-83.0,0.0,83.0,0.0,0.0,                           ,77.72,5.280000000000001,67.15999999999997,616.48,0.9017611608448892,0
2,25,Manufacturer 8  ,51,2,8,Retailer 8  ,55,51,4,0,94,353,94,0.7897091722595079        ,100.0,-45.0,54.9,45.1,109.59999999999997,384.2,        0.7780477926285946 ,87.75,12.25,151.0,602.0,0.799468791500664,0
2,26,Manufacturer 8  ,76,3,7,Retailer 8  ,130,76,54,0,-10,532,-10,1.0191570881226053        ,90.0,40.0,98.4,-8.400000000000006,102.00000000000011,688.8000000000001,        0.8710166919575113 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,4
