Experiment,Period,Player_ID,Demand,Wholesale_p.,Revenue_Share,Player_ID.1,Stock,Sales,Leftovers,Unmet_Demand,Realized_Retailer_Profit,Realized_Mfg_Profit,Realized_Retailer_Profit.1,Realized_Mfg_Profit_Share,Optimal_Stock,Under/Overstock_wrt_Optimal,Expected_Sales,Expected_Leftovers,Expected_Retailer_Profit,Expected_Mfg_Profit,Expected_Mfg._Profit_Share,Predicted_Sales,Predicted_Leftovers,Predicted_Retailer_Profit,Predicted_Mfg_Profit,Predicted_Mfg._Profit_Share,Behavioral_Category
2,26,Manufacturer 11 ,76,4,6,Retailer 11 ,0,0,0,76,0,0,0,                          ,83.0,-83.0,0.0,83.0,0.0,0.0,                           ,77.72,5.280000000000001,134.32,549.3199999999999,0.8035223216897783,0
2,27,Manufacturer 11 ,73,8,0,Retailer 11 ,110,73,37,0,-4,550,-4,1.0073260073260073        ,83.0,27.0,92.3,-9.299999999999995,227.5999999999999,550.0,        0.7073045267489713 ,77.72,5.280000000000001,268.64,415.0,0.6070446433795565,4
2,28,Manufacturer 11 ,83,3,7,Retailer 11 ,51,51,0,32,102,357,102,0.7777777777777778        ,90.0,-39.0,51.0,39.0,102.0,357.0,        0.7777777777777778 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,0
2,29,Manufacturer 11 ,147,8,1,Retailer 11 ,80,80,0,67,240,480,240,0.6666666666666666        ,77.0,3.0,75.65,1.3499999999999943,192.1500000000001,475.65,        0.7122641509433961 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,3
2,30,Manufacturer 11 ,115,6,4,Retailer 11 ,51,51,0,64,102,357,102,0.7777777777777778        ,75.0,-24.0,51.0,24.0,102.0,357.0,        0.7777777777777778 ,72.0,3.0,126.0,513.0,0.8028169014084507,0
2,31,Manufacturer 11 ,139,8,1,Retailer 11 ,70,70,0,69,210,420,210,0.6666666666666666        ,77.0,-7.0,68.1,8.900000000000006,189.1,418.1,        0.6885704874835311 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,2
2,32,Manufacturer 11 ,59,8,0,Retailer 11 ,100,59,41,0,-92,500,-92,1.2254901960784317        ,83.0,17.0,87.75,-4.75,253.0,500.0,        0.6640106241699867 ,77.72,5.280000000000001,268.64,415.0,0.6070446433795565,4
2,33,Manufacturer 11 ,122,3,7,Retailer 11 ,70,70,0,52,140,490,140,0.7777777777777778        ,90.0,-20.0,68.1,21.90000000000001,130.5,476.69999999999993,        0.7850790513833992 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,0
2,34,Manufacturer 11 ,92,8,0,Retailer 11 ,75,75,0,17,300,375,300,0.5555555555555556        ,83.0,-8.0,72.0,11.0,264.0,375.0,        0.5868544600938967 ,77.72,5.280000000000001,268.64,415.0,0.6070446433795565,2
2,35,Manufacturer 11 ,93,3,7,Retailer 11 ,80,80,0,13,160,560,160,0.7777777777777778        ,90.0,-10.0,75.65,14.349999999999994,138.25,529.5500000000001,        0.7929769392033543 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,1
2,36,Manufacturer 11 ,136,3,7,Retailer 11 ,51,51,0,85,102,357,102,0.7777777777777778        ,90.0,-39.0,51.0,39.0,102.0,357.0,        0.7777777777777778 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,0
2,37,Manufacturer 11 ,116,3,7,Retailer 11 ,100,100,0,16,200,700,200,0.7777777777777778        ,90.0,10.0,87.75,2.25,138.75,614.25,        0.8157370517928287 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,4
2,38,Manufacturer 11 ,105,3,7,Retailer 11 ,60,60,0,45,120,420,120,0.7777777777777778        ,90.0,-30.0,59.55,30.450000000000003,117.74999999999994,416.85,        0.7797418630751964 ,82.2,7.799999999999997,141.0000000000001,575.4,0.803182579564489,0
2,39,Manufacturer 11 ,80,8,1,Retailer 11 ,80,80,0,0,240,480,240,0.6666666666666666        ,77.0,3.0,75.65,1.3499999999999943,192.1500000000001,475.65,        0.7122641509433961 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,3
2,40,Manufacturer 11 ,75,8,1,Retailer 11 ,80,75,5,0,185,475,185,0.7196969696969697        ,77.0,3.0,75.65,1.3499999999999943,192.1500000000001,475.65,        0.7122641509433961 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,3
2,1,Manufacturer 12 ,122,5,3,Retailer 12 ,51,51,0,71,204,255,204,0.5555555555555556        ,94.0,-43.0,51.0,43.0,204.0,255.0,        0.5555555555555556 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,0
2,2,Manufacturer 12 ,144,6,2,Retailer 12 ,70,70,0,74,280,350,280,0.5555555555555556        ,90.0,-20.0,68.1,21.90000000000001,260.99999999999994,346.2,        0.5701581027667985 ,82.2,7.799999999999997,282.0000000000001,434.4,0.6063651591289781,0
2,3,Manufacturer 12 ,57,7,1,Retailer 12 ,80,57,23,0,67,377,67,0.8490990990990991        ,86.0,-6.0,75.65,10.349999999999994,272.1500000000001,395.65,        0.5924678047319556 ,79.7,6.299999999999997,274.7000000000001,423.7,0.606672394043528,2
2,4,Manufacturer 12 ,149,8,1,Retailer 12 ,60,60,0,89,180,360,180,0.6666666666666666        ,77.0,-17.0,59.55,17.450000000000003,175.0499999999999,359.55,        0.6725589225589227 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,0
2,5,Manufacturer 12 ,135,7,2,Retailer 12 ,70,70,0,65,210,420,210,0.6666666666666666        ,80.0,-10.0,68.1,11.900000000000006,191.0,416.2,        0.685441370223979  ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,1
2,6,Manufacturer 12 ,94,7,3,Retailer 12 ,51,51,0,43,102,357,102,0.7777777777777778        ,72.0,-21.0,51.0,21.0,102.0,357.0,        0.7777777777777778 ,69.69,2.3100000000000023,123.20999999999998,497.07,0.801363900174115,0
2,7,Manufacturer 12 ,143,6,4,Retailer 12 ,65,65,0,78,130,455,130,0.7777777777777778        ,75.0,-10.0,63.95,11.049999999999995,121.60000000000008,450.8,        0.787561146051712  ,72.0,3.0,126.0,513.0,0.8028169014084507,1
2,8,Manufacturer 12 ,66,6,5,Retailer 12 ,55,55,0,11,55,440,55,0.8888888888888888        ,64.0,-9.0,54.9,9.1,54.29999999999996,439.5,        0.8900364520048604 ,63.09,0.9099999999999966,57.63,507.4500000000001,0.898014440433213,1
2,9,Manufacturer 12 ,123,7,4,Retailer 12 ,0,0,0,123,0,0,0,                          ,62.0,-62.0,0.0,62.0,0.0,0.0,                           ,61.34,0.6599999999999966,56.72000000000003,493.36,0.8968877254217568,0
2,10,Manufacturer 12 ,73,5,4,Retailer 12 ,60,60,0,13,180,360,180,0.6666666666666666        ,88.0,-28.0,59.55,28.450000000000003,176.39999999999992,358.2,        0.6700336700336701 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,0
2,11,Manufacturer 12 ,142,6,3,Retailer 12 ,75,75,0,67,225,450,225,0.6666666666666666        ,83.0,-8.0,72.0,11.0,198.0,441.0,        0.6901408450704225 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,2
2,12,Manufacturer 12 ,132,6,4,Retailer 12 ,60,60,0,72,120,420,120,0.7777777777777778        ,75.0,-15.0,59.55,15.450000000000005,116.39999999999992,418.2,        0.782267115600449  ,72.0,3.0,126.0,513.0,0.8028169014084507,1
2,13,Manufacturer 12 ,62,6,4,Retailer 12 ,60,60,0,2,120,420,120,0.7777777777777778        ,75.0,-15.0,59.55,15.450000000000005,116.39999999999992,418.2,        0.782267115600449  ,72.0,3.0,126.0,513.0,0.8028169014084507,1
2,14,Manufacturer 12 ,136,7,2,Retailer 12 ,90,90,0,46,270,540,270,0.6666666666666666        ,80.0,10.0,82.2,-2.200000000000003,192.00000000000009,524.4,        0.7319932998324957 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,4
2,15,Manufacturer 12 ,146,8,1,Retailer 12 ,85,85,0,61,255,510,255,0.6666666666666666        ,77.0,8.0,79.05,-2.049999999999997,189.5499999999999,504.05,        0.7267156862745099 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,4
2,16,Manufacturer 12 ,95,8,1,Retailer 12 ,80,80,0,15,240,480,240,0.6666666666666666        ,77.0,3.0,75.65,1.3499999999999943,192.1500000000001,475.65,        0.7122641509433961 ,73.49,3.510000000000005,192.38999999999987,458.49,0.7044155604719765,3
2,17,Manufacturer 12 ,139,7,1,Retailer 12 ,100,100,0,39,400,500,400,0.5555555555555556        ,86.0,14.0,87.75,-1.75,265.25,487.75,        0.647742363877822  ,79.7,6.299999999999997,274.7000000000001,423.7,0.606672394043528,4
2,18,Manufacturer 12 ,102,7,1,Retailer 12 ,65,65,0,37,260,325,260,0.5555555555555556        ,86.0,-21.0,63.95,22.05,248.4500000000001,323.95,        0.5659503843466106 ,79.7,6.299999999999997,274.7000000000001,423.7,0.606672394043528,0
2,19,Manufacturer 12 ,83,6,3,Retailer 12 ,60,60,0,23,180,360,180,0.6666666666666666        ,83.0,-23.0,59.55,23.450000000000003,175.94999999999993,358.65,        0.670875420875421  ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,0
2,20,Manufacturer 12 ,142,5,4,Retailer 12 ,85,85,0,57,255,510,255,0.6666666666666666        ,88.0,-3.0,79.05,8.950000000000003,207.39999999999992,486.2,        0.7009803921568628 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,2
2,21,Manufacturer 12 ,80,4,5,Retailer 12 ,90,80,10,0,200,490,200,0.7101449275362319        ,93.0,-3.0,82.2,10.799999999999995,215.4000000000001,501.0,        0.6993299832495812 ,83.97,9.03,215.79,512.85,0.7038455204216074,2
2,22,Manufacturer 12 ,101,4,5,Retailer 12 ,95,95,0,6,285,570,285,0.6666666666666666        ,93.0,2.0,85.1,7.900000000000006,215.7,520.5,        0.7070089649551753 ,83.97,9.03,215.79,512.85,0.7038455204216074,3
2,23,Manufacturer 12 ,113,4,5,Retailer 12 ,95,95,0,18,285,570,285,0.6666666666666666        ,93.0,2.0,85.1,7.900000000000006,215.7,520.5,        0.7070089649551753 ,83.97,9.03,215.79,512.85,0.7038455204216074,3
2,24,Manufacturer 12 ,104,3,6,Retailer 12 ,95,95,0,9,285,570,285,0.6666666666666666        ,100.0,-5.0,85.1,14.900000000000006,225.6,510.6,        0.6935615321923391 ,87.75,12.25,226.5,526.5,0.6992031872509961,2
2,25,Manufacturer 12 ,51,3,6,Retailer 12 ,80,51,29,0,66,306,66,0.8225806451612904        ,100.0,-20.0,75.65,24.349999999999994,213.90000000000003,453.9,        0.6796945193171609 ,87.75,12.25,226.5,526.5,0.6992031872509961,1
2,26,Manufacturer 12 ,76,3,6,Retailer 12 ,100,76,24,0,156,456,156,0.7450980392156863        ,100.0,0.0,87.75,12.25,226.5,526.5,        0.6992031872509961 ,87.75,12.25,226.5,526.5,0.6992031872509961,2
2,27,Manufacturer 12 ,73,5,4,Retailer 12 ,95,73,22,0,109,482,109,0.8155668358714044        ,88.0,7.0,85.1,2.9000000000000057,205.79999999999995,530.4,        0.7204563977180114 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,3
2,28,Manufacturer 12 ,83,6,3,Retailer 12 ,90,83,7,0,207,519,207,0.7148760330578512        ,83.0,7.0,82.2,0.7999999999999972,199.80000000000007,516.6,        0.7211055276381909 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,3
2,29,Manufacturer 12 ,147,7,3,Retailer 12 ,60,60,0,87,120,420,120,0.7777777777777778        ,72.0,-12.0,59.55,12.450000000000005,115.94999999999992,418.65,        0.7831088664421999 ,69.69,2.3100000000000023,123.20999999999998,497.07,0.801363900174115,1
2,30,Manufacturer 12 ,115,6,3,Retailer 12 ,85,85,0,30,255,510,255,0.6666666666666666        ,83.0,2.0,79.05,3.950000000000003,201.45,492.15,        0.7095588235294118 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,3
2,31,Manufacturer 12 ,139,7,2,Retailer 12 ,80,80,0,59,240,480,240,0.6666666666666666        ,80.0,0.0,75.65,4.349999999999994,196.50000000000009,471.3,        0.7057502246181491 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,2
2,32,Manufacturer 12 ,59,7,2,Retailer 12 ,75,59,16,0,65,418,65,0.865424430641822         ,80.0,-5.0,72.0,8.0,195.0,444.0,        0.6948356807511737 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,2
2,33,Manufacturer 12 ,122,6,3,Retailer 12 ,75,75,0,47,225,450,225,0.6666666666666666        ,83.0,-8.0,72.0,11.0,198.0,441.0,        0.6901408450704225 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,2
2,34,Manufacturer 12 ,92,6,3,Retailer 12 ,85,85,0,7,255,510,255,0.6666666666666666        ,83.0,2.0,79.05,3.950000000000003,201.45,492.15,        0.7095588235294118 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,3
2,35,Manufacturer 12 ,93,6,3,Retailer 12 ,100,93,7,0,237,579,237,0.7095588235294118        ,83.0,17.0,87.75,-4.75,189.75,563.25,        0.74800796812749   ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,4
2,36,Manufacturer 12 ,136,6,3,Retailer 12 ,100,100,0,36,300,600,300,0.6666666666666666        ,83.0,17.0,87.75,-4.75,189.75,563.25,        0.74800796812749   ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,4
2,37,Manufacturer 12 ,116,7,2,Retailer 12 ,100,100,0,16,300,600,300,0.6666666666666666        ,80.0,20.0,87.75,-7.75,177.5,575.5,        0.7642762284196547 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,4
2,38,Manufacturer 12 ,105,7,2,Retailer 12 ,90,90,0,15,270,540,270,0.6666666666666666        ,80.0,10.0,82.2,-2.200000000000003,192.00000000000009,524.4,        0.7319932998324957 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,4
2,39,Manufacturer 12 ,80,7,2,Retailer 12 ,85,80,5,0,205,500,205,0.7092198581560284        ,80.0,5.0,79.05,0.9500000000000028,195.49999999999991,498.1,        0.7181372549019609 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,3
2,40,Manufacturer 12 ,75,6,3,Retailer 12 ,85,75,10,0,165,480,165,0.7441860465116279        ,83.0,2.0,79.05,3.950000000000003,201.45,492.15,        0.7095588235294118 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,3
2,1,Manufacturer 13 ,122,6,6,Retailer 13 ,80,80,0,42,0,720,0,1.0                       ,50.0,30.0,75.65,-25.65000000000001,-26.09999999999997,693.9000000000001,        1.0390835579514823 ,50.0,0.0,0.0,450.0,1.0,4
2,2,Manufacturer 13 ,144,5,7,Retailer 13 ,0,0,0,144,0,0,0,                          ,50.0,-50.0,0.0,50.0,0.0,0.0,                           ,50.0,0.0,0.0,450.0,1.0,0
2,3,Manufacturer 13 ,57,7,5,Retailer 13 ,0,0,0,57,0,0,0,                          ,50.0,-50.0,0.0,50.0,0.0,0.0,                           ,50.0,0.0,0.0,450.0,1.0,0
2,4,Manufacturer 13 ,149,8,4,Retailer 13 ,0,0,0,149,0,0,0,                          ,50.0,-50.0,0.0,50.0,0.0,0.0,                           ,50.0,0.0,0.0,450.0,1.0,0
2,5,Manufacturer 13 ,135,6,6,Retailer 13 ,0,0,0,135,0,0,0,                          ,50.0,-50.0,0.0,50.0,0.0,0.0,                           ,50.0,0.0,0.0,450.0,1.0,0
2,6,Manufacturer 13 ,94,3,4,Retailer 13 ,88,88,0,6,440,352,440,0.4444444444444444        ,112.0,-24.0,80.97,31.03,383.76,323.88,        0.4576903510259454 ,93.09,18.91,408.7199999999999,372.36,0.4767245352588724,0
2,7,Manufacturer 13 ,143,4,4,Retailer 13 ,66,66,0,77,264,330,264,0.5555555555555556        ,100.0,-34.0,64.8,35.2,254.39999999999992,325.2,        0.5610766045548655 ,87.75,12.25,302.0,451.0,0.598937583001328,0
2,8,Manufacturer 13 ,66,3,2,Retailer 13 ,139,66,73,0,243,132,243,0.352                     ,120.0,19.0,99.84,20.16,581.3999999999999,199.68,        0.2556460285758181 ,95.85,24.15000000000001,598.4999999999998,191.7,0.2425968109339408,4
2,9,Manufacturer 13 ,123,6,3,Retailer 13 ,75,75,0,48,225,450,225,0.6666666666666666        ,83.0,-8.0,72.0,11.0,198.0,441.0,        0.6901408450704225 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,2
2,10,Manufacturer 13 ,73,4,4,Retailer 13 ,95,73,22,0,204,387,204,0.6548223350253807        ,100.0,-5.0,85.1,14.900000000000006,300.79999999999995,435.4,        0.5914153762564521 ,87.75,12.25,302.0,451.0,0.598937583001328,2
2,11,Manufacturer 13 ,142,5,2,Retailer 13 ,95,95,0,47,475,380,475,0.4444444444444444        ,100.0,-5.0,85.1,14.900000000000006,376.0,360.2,        0.4892692203205651 ,87.75,12.25,377.5,375.5,0.49867197875166,2
2,12,Manufacturer 13 ,132,6,3,Retailer 13 ,58,58,0,74,174,348,174,0.6666666666666666        ,83.0,-25.0,57.72,25.28,171.48,347.16,        0.6693660342434058 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,0
2,13,Manufacturer 13 ,62,6,2,Retailer 13 ,75,62,13,0,170,349,170,0.6724470134874759        ,90.0,-15.0,72.0,18.0,270.0,369.0,        0.5774647887323944 ,82.2,7.799999999999997,282.0000000000001,434.4,0.6063651591289781,1
2,14,Manufacturer 13 ,136,5,3,Retailer 13 ,120,120,0,16,480,600,480,0.5555555555555556        ,94.0,26.0,95.85,-1.8499999999999943,262.64999999999986,527.55,        0.6676157934700077 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,4
2,15,Manufacturer 13 ,146,6,2,Retailer 13 ,120,120,0,26,480,600,480,0.5555555555555556        ,90.0,30.0,95.85,-5.849999999999994,238.49999999999983,551.7,        0.6981776765375857 ,82.2,7.799999999999997,282.0000000000001,434.4,0.6063651591289781,4
2,16,Manufacturer 13 ,95,5,3,Retailer 13 ,94,94,0,1,376,470,376,0.5555555555555556        ,94.0,0.0,84.54,9.459999999999994,290.86,441.62,        0.6029106596767148 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,2
2,17,Manufacturer 13 ,139,7,3,Retailer 13 ,60,60,0,79,120,420,120,0.7777777777777778        ,72.0,-12.0,59.55,12.450000000000005,115.94999999999992,418.65,        0.7831088664421999 ,69.69,2.3100000000000023,123.20999999999998,497.07,0.801363900174115,1
2,18,Manufacturer 13 ,102,6,3,Retailer 13 ,60,60,0,42,180,360,180,0.6666666666666666        ,83.0,-23.0,59.55,23.450000000000003,175.94999999999993,358.65,        0.670875420875421  ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,0
2,19,Manufacturer 13 ,83,5,3,Retailer 13 ,130,83,47,0,97,509,97,0.8399339933993399        ,94.0,36.0,98.4,-4.400000000000006,235.6000000000001,555.2,        0.7020738492665654 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,4
2,20,Manufacturer 13 ,142,6,2,Retailer 13 ,51,51,0,91,204,255,204,0.5555555555555556        ,90.0,-39.0,51.0,39.0,204.0,255.0,        0.5555555555555556 ,82.2,7.799999999999997,282.0000000000001,434.4,0.6063651591289781,0
2,21,Manufacturer 13 ,80,7,3,Retailer 13 ,51,51,0,29,102,357,102,0.7777777777777778        ,72.0,-21.0,51.0,21.0,102.0,357.0,        0.7777777777777778 ,69.69,2.3100000000000023,123.20999999999998,497.07,0.801363900174115,0
2,22,Manufacturer 13 ,101,5,3,Retailer 13 ,133,101,32,0,244,569,244,0.6998769987699877        ,94.0,39.0,98.97,-4.969999999999999,225.7299999999999,562.91,        0.7137730777033882 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,4
2,23,Manufacturer 13 ,113,5,4,Retailer 13 ,100,100,0,13,300,600,300,0.6666666666666666        ,88.0,12.0,87.75,0.25,202.0,551.0,        0.7317397078353254 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,4
2,24,Manufacturer 13 ,104,5,3,Retailer 13 ,92,92,0,12,368,460,368,0.5555555555555556        ,94.0,-2.0,83.39,10.61,290.51000000000005,434.17,        0.5991196114146934 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,2
2,25,Manufacturer 13 ,51,6,2,Retailer 13 ,133,51,82,0,-288,501,-288,2.352112676056338         ,90.0,43.0,98.97,-8.969999999999999,191.69999999999987,596.94,        0.7569233110164335 ,82.2,7.799999999999997,282.0000000000001,434.4,0.6063651591289781,4
2,26,Manufacturer 13 ,76,6,3,Retailer 13 ,51,51,0,25,153,306,153,0.6666666666666666        ,83.0,-32.0,51.0,32.0,153.0,306.0,        0.6666666666666666 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,0
2,27,Manufacturer 13 ,73,4,4,Retailer 13 ,120,73,47,0,104,412,104,0.7984496124031008        ,100.0,20.0,95.85,4.150000000000006,286.79999999999984,503.4,        0.6370539104024299 ,87.75,12.25,302.0,451.0,0.598937583001328,4
2,28,Manufacturer 13 ,83,5,3,Retailer 13 ,103,83,20,0,232,455,232,0.6622998544395924        ,94.0,9.0,89.22,4.780000000000001,287.9799999999999,473.66,        0.621894858463316  ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,3
2,29,Manufacturer 13 ,147,6,4,Retailer 13 ,0,0,0,147,0,0,0,                          ,75.0,-75.0,0.0,75.0,0.0,0.0,                           ,72.0,3.0,126.0,513.0,0.8028169014084507,0
2,30,Manufacturer 13 ,115,5,3,Retailer 13 ,75,75,0,40,300,375,300,0.5555555555555556        ,94.0,-19.0,72.0,22.0,273.0,366.0,        0.5727699530516432 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,0
2,31,Manufacturer 13 ,139,6,3,Retailer 13 ,75,75,0,64,225,450,225,0.6666666666666666        ,83.0,-8.0,72.0,11.0,198.0,441.0,        0.6901408450704225 ,77.72,5.280000000000001,201.48,482.16,0.7052834825346673,2
2,32,Manufacturer 13 ,59,6,4,Retailer 13 ,65,59,6,0,82,431,82,0.8401559454191033        ,75.0,-10.0,63.95,11.049999999999995,121.60000000000008,450.8,        0.787561146051712  ,72.0,3.0,126.0,513.0,0.8028169014084507,1
2,33,Manufacturer 13 ,122,5,5,Retailer 13 ,61,61,0,61,122,427,122,0.7777777777777778        ,79.0,-18.0,60.45,18.55,118.15000000000008,424.25,        0.7821718289085544 ,74.94,4.060000000000002,129.57999999999998,532.7,0.804342574137827,0
2,34,Manufacturer 13 ,92,4,4,Retailer 13 ,100,92,8,0,336,468,336,0.582089552238806         ,100.0,0.0,87.75,12.25,302.0,451.0,        0.598937583001328  ,87.75,12.25,302.0,451.0,0.598937583001328,2
2,35,Manufacturer 13 ,93,7,2,Retailer 13 ,55,55,0,38,165,330,165,0.6666666666666666        ,80.0,-25.0,54.9,25.1,163.99999999999994,329.8,        0.6678817334953423 ,75.65,4.349999999999994,196.50000000000009,471.3,0.7057502246181491,0
2,36,Manufacturer 13 ,136,5,3,Retailer 13 ,121,121,0,15,484,605,484,0.5555555555555556        ,94.0,27.0,96.15,-2.1500000000000057,260.35000000000014,530.45,        0.6707764289327263 ,84.54,9.459999999999994,290.86,441.62,0.6029106596767148,4
2,37,Manufacturer 13 ,116,5,4,Retailer 13 ,90,90,0,26,270,540,270,0.6666666666666666        ,88.0,2.0,82.2,5.799999999999997,207.60000000000008,508.8,        0.710217755443886  ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,3
2,38,Manufacturer 13 ,105,6,2,Retailer 13 ,75,75,0,30,300,375,300,0.5555555555555556        ,90.0,-15.0,72.0,18.0,270.0,369.0,        0.5774647887323944 ,82.2,7.799999999999997,282.0000000000001,434.4,0.6063651591289781,1
2,39,Manufacturer 13 ,80,7,3,Retailer 13 ,51,51,0,29,102,357,102,0.7777777777777778        ,72.0,-21.0,51.0,21.0,102.0,357.0,        0.7777777777777778 ,69.69,2.3100000000000023,123.20999999999998,497.07,0.801363900174115,0
2,40,Manufacturer 13 ,75,4,5,Retailer 13 ,112,75,37,0,77,487,77,0.8634751773049646        ,93.0,19.0,93.09,-0.0900000000000034,203.62999999999988,577.45,        0.7392968709991296 ,83.97,9.03,215.79,512.85,0.7038455204216074,4
3,1,Manufacturer 14 ,122,5,4,Retailer 14 ,81,81,0,41,243,486,243,0.6666666666666666        ,88.0,-7.0,76.35,11.650000000000006,205.79999999999995,467.4,        0.6942959001782532 ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,2
3,2,Manufacturer 14 ,144,5,4,Retailer 14 ,0,0,0,144,0,0,0,                          ,88.0,-88.0,0.0,88.0,0.0,0.0,                           ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,0
3,3,Manufacturer 14 ,57,5,4,Retailer 14 ,90,57,33,0,6,408,6,0.9855072463768116        ,88.0,2.0,82.2,5.799999999999997,207.60000000000008,508.8,        0.710217755443886  ,80.97,7.030000000000001,207.76,499.88,0.7064043864111695,3
3,4,Manufacturer 14 ,149,2,8,Retailer 14 ,110,110,0,39,220,770,220,0.7777777777777778        ,100.0,10.0,92.3,7.700000000000003,149.19999999999993,628.4,        0.808127572016461  ,87.75,12.25,151.0,602.0,0.799468791500664,3
3,5,Manufacturer 14 ,135,2,8,Retailer 14 ,90,90,0,45,180,630,180,0.7777777777777778        ,100.0,-10.0,82.2,17.799999999999997,148.80000000000007,567.6,        0.7922948073701842 ,87.75,12.25,151.0,602.0,0.799468791500664,1
3,6,Manufacturer 14 ,94,2,8,Retailer 14 ,140,94,46,0,96,612,96,0.864406779661017         ,100.0,40.0,99.95,0.0499999999999971,119.80000000000008,659.6,        0.8462920195021811 ,87.75,12.25,151.0,602.0,0.799468791500664,4
3,7,Manufacturer 14 ,143,2,8,Retailer 14 ,55,55,0,88,110,385,110,0.7777777777777778        ,100.0,-45.0,54.9,45.1,109.59999999999997,384.2,        0.7780477926285946 ,87.75,12.25,151.0,602.0,0.799468791500664,0
3,8,Manufacturer 14 ,66,2,8,Retailer 14 ,0,0,0,66,0,0,0,                          ,100.0,-100.0,0.0,100.0,0.0,0.0,                           ,87.75,12.25,151.0,602.0,0.799468791500664,0
3,9,Manufacturer 14 ,123,5,5,Retailer 14 ,80,80,0,43,160,560,160,0.7777777777777778        ,79.0,1.0,75.65,3.3499999999999943,129.55000000000007,538.25,        0.8060047918538483 ,74.94,4.060000000000002,129.57999999999998,532.7,0.804342574137827,3
3,10,Manufacturer 14 ,73,4,6,Retailer 14 ,75,73,2,0,138,513,138,0.7880184331797235        ,83.0,-8.0,72.0,11.0,132.0,507.0,        0.7934272300469484 ,77.72,5.280000000000001,134.32,549.3199999999999,0.8035223216897783,2
3,11,Manufacturer 14 ,142,4,6,Retailer 14 ,67,67,0,75,134,469,134,0.7777777777777778        ,83.0,-16.0,65.64,17.36,125.84000000000005,460.84,        0.7855048748892071 ,77.72,5.280000000000001,134.32,549.3199999999999,0.8035223216897783,1
3,12,Manufacturer 14 ,132,2,8,Retailer 14 ,76,76,0,56,152,532,152,0.7777777777777778        ,100.0,-24.0,72.75,27.25,139.0,506.0,        0.7844961240310078 ,87.75,12.25,151.0,602.0,0.799468791500664,0
3,13,Manufacturer 14 ,62,2,8,Retailer 14 ,77,62,15,0,94,419,94,0.8167641325536062        ,100.0,-23.0,73.49,26.510000000000005,139.95999999999992,510.92,        0.7849680432645035 ,87.75,12.25,151.0,602.0,0.799468791500664,0
