Episode,Round,CurrentState,ManufacturerAction,RetailerAction,ManufacturerReward,RetailerReward,NextState,ManufacturerEpsilon,RetailerEpsilon
0,3990,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.20180000000008122
0,3991,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.20160000000008121
0,3992,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.2014000000000812
0,3993,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.2012000000000812
0,3994,"[7, 0, 0]",4,4,440,332.5742574257424,"[7, 0, 0]",1.0,0.2010000000000812
0,3995,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.2008000000000812
0,3996,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.20060000000008119
0,3997,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.20040000000008118
0,3998,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.20020000000008117
0,3999,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.20000000000008117
0,4000,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19980000000008116
0,4001,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19960000000008116
0,4002,"[7, 0, 0]",4,1,328,347.26732673267315,"[7, 0, 0]",1.0,0.19940000000008115
0,4003,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19920000000008115
0,4004,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19900000000008114
0,4005,"[7, 0, 0]",4,1,328,347.26732673267315,"[7, 0, 0]",1.0,0.19880000000008113
0,4006,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19860000000008113
0,4007,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19840000000008112
0,4008,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19820000000008112
0,4009,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.1980000000000811
0,4010,"[7, 0, 0]",4,1,328,347.26732673267315,"[7, 0, 0]",1.0,0.1978000000000811
