Episode,Round,CurrentState,ManufacturerAction,RetailerAction,ManufacturerReward,RetailerReward,NextState,ManufacturerEpsilon,RetailerEpsilon
0,96,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.987874999999996
0,97,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9877499999999959
0,98,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9876249999999959
0,99,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9874999999999958
0,100,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9873749999999958
0,101,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9872499999999957
0,102,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9871249999999957
0,103,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9869999999999957
0,104,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9868749999999956
0,105,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9867499999999956
0,106,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9866249999999955
0,107,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9864999999999955
0,108,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9863749999999954
0,109,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9862499999999954
0,110,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9861249999999954
0,111,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9859999999999953
0,112,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9858749999999953
0,113,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9857499999999952
0,114,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9856249999999952
0,115,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9854999999999952
0,116,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9853749999999951
0,117,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9852499999999951
0,118,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.985124999999995
0,119,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.984999999999995
0,120,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.984874999999995
0,121,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9847499999999949
0,122,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9846249999999949
0,123,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9844999999999948
0,124,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9843749999999948
0,125,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9842499999999947
0,126,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9841249999999947
0,127,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9839999999999947
0,128,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9838749999999946
0,129,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9837499999999946
0,130,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9836249999999945
0,131,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9834999999999945
0,132,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9833749999999944
0,133,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9832499999999944
0,134,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9831249999999944
0,135,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9829999999999943
0,136,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9828749999999943
0,137,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9827499999999942
0,138,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9826249999999942
0,139,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9824999999999942
0,140,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9823749999999941
0,141,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9822499999999941
0,142,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.982124999999994
0,143,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.981999999999994
0,144,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.981874999999994
0,145,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9817499999999939
0,146,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9816249999999939
0,147,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9814999999999938
0,148,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9813749999999938
0,149,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9812499999999937
0,150,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9811249999999937
0,151,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9809999999999937
0,152,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9808749999999936
0,153,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9807499999999936
